name,state,location,control,for_profit,religious_controlled,religious_orentation,degree_type,focus,founded_in,closed_merged_in,done,closed_reason,enrollment,historically_black,accreditation
"California State University, Stanislaus",California,Turlock,Public,0,0,Christian,Baccalaureate College,,1957,,AJB,,"10,214",,
Oakland University,Michigan,Rochester Hills,Public,0,0,none,Doctoral University,,1957,,AJB,,"20,012",,"HLC, APTA, CCNE, AANA, NASD, NASM, NAST, TCATE"
Lansing Community College,Michigan,Lansing,Public,0,0,Christian,Associates College,,1957,,AJB,,"13,583",,"HLC, ADA, CMTA, JRCERT, NLNAC"
"University of Nevada, Las Vegas",Nevada,Paradise,Public,0,0,none,Baccalaureate College,,1957,,AJB,,28515,,
Southern Illinois University Edwardsville,Illinois,Edwardsville,Public,0,0,none,Graduate School,,1957,,AJB,,"14,235",,
Brandman University (UMass Global),California,Irvine,Private,0,0,none,Masters University,,1958,,AJB,,,,
Florida Institute of Technology (Melbourne),Florida,,Private,0,0,none,Baccalaureate College,,1958,,Jenalyn,,,,
Saint Paul School of Theology,Kansas,Leawood,Private,0,1,Methodist,Seminary,,1958,,Jenalyn,,,,
Columbus University,Louisiana,,Private,0,0,none,Baccalaureate College,,1958,x,Jenalyn,,,,
Eckerd College,Florida,St. Petersburg,Private,0,1,Presbyterian Church (USA),Specialized Focus,Liberal Arts,1958,,Jenalyn,,"1,800",,
Trocaire College,New York,Buffalo,Private,0,1,Catholic,Specialized Focus,Career-oriented programs,1958,,Jenalyn,,"1,781",,
Walsh University,Ohio,North Canton,Private,0,1,Catholic,Specialized Focus,Liberal Arts,1958,,Jenalyn,,,,
Alvernia University,Pennsylvania,Reading(Berks County),Private,0,0,Catholic,Baccalaureate College,,1958,,Jenalyn,,"3,003",,
Lourdes University,Ohio,Sylvania,Private,0,1,Roman Catholic,Specialized Focus,Liberal Arts,1958,,Jenalyn,,,,
Sterling College,Vermont,Craftsbury Common,Private,0,1,Christian,Baccalaureate College,,1958,,Jenalyn,,,,
Florida Institute of Technology,Virginia,Multiple[10],Private,0,0,none,Baccalaureate College,,1958,,Jenalyn,,"6,291",,SACS
Washington Bible College and Capital Bible Seminary (Springfield Extension),Virginia,Springfield,Private,0,1,none,Seminary,,1958,,Jenalyn,,Unknown,,none
Ohio Valley University,West Virginia,Vienna,Private,0,1,Christian,Baccalaureate College,,1958,,Jenalyn,,478,,HLC
Maria College of Albany,New York,Albany,Private,0,1,Roman Catholic,Baccalaureate College,,1958,,Jenalyn,,"1,049",,
Columbus State University,Georgia,Columbus,Public,0,0,none,Baccalaureate College,,1958,,AJB,,6200,,
Alvernia University,Pennsylvania,Reading(Berks County),Private,1,0,Catholic,Baccalaureate College,,1958,,Jenalyn,,"3,003",,
Pacific Oaks College,California,Pasadena,Private,0,0,Quaker,Specialized Focus,Social Justice,1958,,Jenalyn,,,,
Magic Valley Christian College,Idaho,Albion,Private,0,1,Churches of Christ,Baccalaureate College,,1958,1969,Jenalyn,,no data,,
Queensborough Community College,New York,Queens,Public,0,0,none,Associates College,,1958,,AJB,,"13,359",,
Anabaptist Mennonite Biblical Seminary,Indiana,Elkhart,Private,0,1, Mennonite Church,Seminary,,1958,,Jenalyn,,98,,"ATSCA, HLC"
Associated Mennonite Biblical Seminary,Kansas,Kansas City,Private,0,1, Mennonite Church,Seminary,,1958,,Jenalyn,,,,
Clatsop Community College,Oregon,Astoria,Public,0,0,none,Associates College,,1958,,AJB,,"1,610",,
"California State University, Northridge",California,Northridge,Public,0,0,Christian,Baccalaureate College,,1958,,AJB,,"38,716",,
North Central Michigan College,Michigan,Petoskey,Public,0,0,Methodist,Associates College,,1958,,AJB,,"2,618",,HLC
St. John Vianney College Seminary,Florida,Miami,Private,0,1,Catholic,Seminary,,1959,,Jenalyn,,,,
University of Mary,North Dakota,"Bismarck, Fargo, Watford City, Grand Forks",Private,0,1,Catholic,Baccalaureate College,,1959,,Jenalyn,,"3,317",,"Higher Learning Commission(HLC), AOTA, APTA, CCNE"
Randall University,Oklahoma,Moore,Private,0,1, Baptist Christian,Baccalaureate College,,1959,,Jenalyn,,317,,
Northwood University,Texas,,Private,0,0,none,Baccalaureate College,,1959,,Jenalyn,,,,
California Lutheran University,California,Thousand Oaks,Private,0,1,Evangelical Lutheran Church in America,Baccalaureate College,,1959,,Jenalyn,,,,
Trinity Christian College,Illinois,Palos Heights,Private,0,1,Christian,Specialized Focus,Arts,1959,,Jenalyn,,"1,461",,
Rochester University,Michigan,Rochester Hills,Private,0,1,Churches of Christ,Baccalaureate College,,1959,,Jenalyn,,"1,174",,"HLC, CCNE"
Northwood University,Michigan,Midland,Private,0,0,none,Baccalaureate College,,1959,,Jenalyn,,"3,545",,HLC
Indian River State College,Florida,Fort Pierce,Public,0,0,none,Baccalaureate College,,1959,,AJB,,12000,,
Louisiana State University of Alexandria - Alexandria,Louisiana,,Public,0,0,none,Baccalaureate College,,1959,,AJB,,,,
University of South Carolina Lancaster,South Carolina,Lancaster,Public,0,0,Christian,Associates College,,1959,,AJB,,1523,,SACS
University of South Carolina Beaufort,South Carolina,Beaufort,Public,0,0,none,Baccalaureate College,,1959,,AJB,,2116,,SACS
New River Community College,Virginia,Dublin,Public,0,0,none,Associates College,,1959,,AJB,,"4,419",,SACS
Western Wyoming Community College,Wyoming,Rock Springs,Public,0,0,none,Associates College,,1959,,AJB,,"3,322",,
University of Michigan–Dearborn,Michigan,Dearborn,Public,0,0,Catholic,Masters University,,1959,,AJB,,"9,131",,"HLC, TCATE"
Desert Research Institute,Nevada,Reno and Las Vegas,Public,0,0,none,Specialized Focus,Research,1959,,AJB,,440,,
Hobe Sound Bible College,Florida,Hobe Sound,Private,0,1,Wesleyan-Arminian (Methodist) theology,Seminary,,1960,,Jenalyn,,,,
Houston Baptist University,Texas,,Private,0,1,Baptist,Baccalaureate College,,1960,,Jenalyn,,,,
Mount Saint Mary College,New Jersey,x,Private,0,1,Catholic,Baccalaureate College,,1960,1970,Jenalyn,,,,
Mount Saint Mary College,New York,Newburgh,Private,0,1,Catholic,Baccalaureate College,,1960,,Jenalyn,,"2,857",,
Houston Baptist University,Texas,,Private,0,1,Baptist,Baccalaureate College,,1960,,Jenalyn,,,,
Point Park University,Pennsylvania,Pittsburgh (Allegheny County),Private,0,0,none,Baccalaureate College,,1960,,Jenalyn,,"4,061",,
Lincoln Tech,Maryland,Columbia,Private,0,0,none,Specialized Focus,career-specific technical skills,1960,,Jenalyn,,N/A,,
Maryglade College,Michigan,Memphis,Private,0,1,Catholic,Seminary,,1960,1974,Jenalyn,,,,
Arizona Christian University,Arizona,Glendale,Private,0,1,Evangelical,Baccalaureate College,,1960,,Jenalyn,,776,,
United Theological Seminary of the Twin Cities,Minnesota,New Brighton,Private,0,1,United Church of Christ,Seminary,,1960,,Jenalyn,,171,,"ATS, HLC"
New College of Florida,Florida,Sarasota,Public,0,0,none,Baccalaureate College,,1960,,AJB,,808,,
Stark State College,Ohio,Canton,Public,0,0,Catholic,Associates College,,1960,,AJB,,,,
Richard Bland College,Virginia,Petersburg,Public,0,0,none,Associates College,,1960,,AJB,,"2,475",,SACS
Christopher Newport University,Virginia,Newport News,Public,0,0,none,Masters University,,1960,,AJB,,"4,957",,SACS
"California State University, Dominguez Hills",California,Carson,Public,0,0,none,Baccalaureate College,,1960,,AJB,,"15,741",,
Sonoma State University,California,Rohnert Park,Public,0,0,Christian,Baccalaureate College,,1960,,AJB,,"9,201",,
Grand Valley State University,Michigan,Allendale,Public,0,0,none,Masters University,,1960,,AJB,,"25,460",,"HLC, APTA, CCNE, NASAD, NASM, TCATE"
Minnesota State Community and Technical College,Minnesota,"Fergus Falls, Detroit Lakes, Moorhead, Wadena",Public,0,0,none,Associates College,,1960,,AJB,,"6,981",,HLC
University of Minnesota Morris,Minnesota,Morris,Public,0,0,none,Baccalaureate College,,1960,,AJB,,"1,811",,"HLC, NCATE"
"University of California, San Diego",California,San Diego,Public,0,0,Roman Catholic,Doctoral University,,1960,,AJB,,"38,798",,
Eldorado College,California,Escondido,Private,0,0,none,Baccalaureate College,,1961,1997,Jenalyn,,,,
St. Thomas University,Florida,Miami Gardens,Private,0,1,Catholic,Baccalaureate College,,1961,,Jenalyn,,,,
Aquinas College,Tennessee,Nashville,Private,0,1,Catholic,Baccalaureate College,,1961,,Jenalyn,,,,
Bon Secours Memorial College of Nursing,Virginia,Richmond,Private,0,1,Catholic,Specialized Focus,Medical,1961,,Jenalyn,,300,,ACICS
Virginia Wesleyan College,Virginia,Norfolk,Private,0,1,Methodist,Baccalaureate College,,1961,,Jenalyn,,"1,437",,SACS
Sullivan College of Technology and Design,Kentucky,,Private,1,0,none,Specialized Focus,Technology and Design,1961,2018,Jenalyn,,,,
Villa Maria College,New York,Buffalo,Private,0,1,Catholic,Baccalaureate College,,1961,,Jenalyn,,531,,
Canaan College,New Hampshire,Canaan,Private,1,0,Christian,Baccalaureate College,,1961,1973,,Not Found,,,
University of Mobile,Alabama,Prichard,Private,0,1,Christian,Baccalaureate College,,1961,,Jenalyn,,"1,989",,SACS
College of Notre Dame,Connecticut,Wilton,Private,0,0,Catholic,Baccalaureate College,,1961,1972,Jenalyn,,,,
California Institute of the Arts,California,Valencia,Private,0,0,none,Specialized Focus,Art,1961,,Jenalyn,,,,
Laguna College of Art and Design,California,Laguna Beach,Private,0,0,none,Specialized Focus,Art,1961,,Jenalyn,,,,
Florida Atlantic University,Florida,Boca Raton,Public,0,0,none,Doctoral University,,1961,,AJB,,23000,,
College of Coastal Georgia,Georgia,Brunswick,Public,0,0,none,Baccalaureate College,,1961,,AJB,,,,
Oklahoma State University,Oklahoma,Stillwater,Public,0,0,none,Doctoral University,,1961,,AJB,,"24,649",,
Oklahoma State University,Oklahoma,Tulsa,Public,0,0,none,Doctoral University,,1961,,AJB,,"24,649",,
Oklahoma State University - Center for Health Sciences,Oklahoma,Tulsa,Public,0,0,none,Doctoral University,,1961,,AJB,,,,
CUNY Graduate School and University Center,New York,New York,Public,0,0,none,Associates College,,1961,,AJB,,"8,169",,
North Central State College,Ohio,Mansfield,Public,0,0,Methodist,Associates College,,1961,,AJB,,,,
Graduate Center,New York,Manhattan,Public,0,0,none,Specialized Focus,Graduate Studies,1961,,AJB,,"4,543",,
Clackamas Community College,Oregon,Oregon City,Public,0,0,none,Associates College,,1961,,AJB,,"6,902",,
Portland Community College,Oregon,Portland,Public,0,0,none,Associates College,,1961,,AJB,,"24,505",,
Southwestern Oregon Community College,Oregon,Coos Bay,Public,0,0,none,Associates College,,1961,,AJB,,"2,114",,
University of South Carolina Aiken,South Carolina,Aiken,Public,0,0,none,Baccalaureate College,,1961,,AJB,,3699,,SACS
Highline College,Washington,Des Moines,Public,0,0,none,Baccalaureate College,,1961,,AJB,,"6,443",,
West Virginia University at Parkersburg,West Virginia,Parkersburg,Public,0,0,none,Baccalaureate College,,1961,,AJB,,"3,824",,"ACEN, NCATE, HLC"
J.F. Drake State Community and Technical College,Alabama,Huntsville,Public,0,0,none,Associates College,,1961,,AJB,,"1,062",,SACS
University of Arkansas Community College at Morrilton,Arkansas,Morrilton,Public,0,0,none,Associates College,,1961,,AJB,,"2,149",,
Norwalk Community College,Connecticut,Norwalk,Public,0,0,none,Associates College,,1961,,AJB,,"5,800",,
Northern Maine Community College,Maine,Presque Isle,Public,0,0,none,Associates College,,1961,,AJB,,"1,285",,
Delta College,Michigan,University Center,Public,0,0,Christian,Associates College,,1961,,AJB,,"9,132",,"HLC, ADA, APTA, JRCERT, NLNAC"
Alexandria Technical and Community College,Minnesota,Alexandria,Public,0,0,none,Associates College,,1961,,AJB,,"2,707",,HLC
Lynn University (Boca Raton),Florida,United States,Private,0,0,none,Baccalaureate College,,1962,,Jenalyn,,2459,,
Sullivan University,Kentucky,,Private,1,0,Christian,Baccalaureate College,,1962,,Jenalyn,,,,
Maryknoll Junior College,New Jersey,x,Private,0,0,Catholic,Baccalaureate College,,1962,1954,Jenalyn,,,,
Beth Hamedrash Shaarei Yosher Institute,New York,Brooklyn,Private,0,1,Jewish,Specialized Focus,Talmudic and Rabbinical Studies,1962,,Jenalyn,,47,,
Ohr Hameir Theological Seminary,New York,Peekskill,Private,0,1,none,Seminary,,1962,,Jenalyn,,141,,
Wade College,Texas,,Private,1,0,none,Specialized Focus,Art and Design,1962,,Jenalyn,,,,
Central Western University,Texas,,Private,0,0,none,Baccalaureate College,,1962,,Jenalyn,,,,
Englewood Cliffs College,New Jersey,Englewood Cliffs,Private,0,1,Roman Catholic,Baccalaureate College,,1962,1974,Jenalyn,,,,
Mount Senario College,Wisconsin,Ladysmith,Private,0,1,Catholic,Baccalaureate College,,1962,2002,Jenalyn,,,,
Nathaniel Hawthorne College,New Hampshire,Antrim,Private,0,0,none,Baccalaureate College,,1962,1988,Jenalyn,,,,
Taylor Business Institute,Illinois,Chicago,Private,1,1,Christian,Baccalaureate College,Business,1962,,Jenalyn,,115,,
Graduate Theological Union,California,Berkeley,Private,0,1,none,Seminary,,1962,,Jenalyn,,,,
Lutheran School of Theology at Chicago,Illinois,Chicago,Private,0,1,Lutheran,Seminary,,1962,,Jenalyn,,290,,
Franklin Pierce University,New Hampshire,Rindge,Private,0,0,none,Baccalaureate College,,1962,,Jenalyn,,"2,273",,
Institute of American Indian Arts,New Mexico,Santa Fe (Main),Tribal,0,0,none,Masters University,,1962,,AJB,,589,,
Clark State Community College,Ohio,Springfield,Public,0,0,none,Associates College,,1962,,AJB,,,,
Blue Mountain Community College,Oregon,Pendleton,Public,0,0,Christian,Associates College,,1962,,AJB,,"2,216",,
Treasure Valley Community College,Oregon,Ontario,Public,0,0,none,Associates College,,1962,,AJB,,"1,961",,
Central Carolina Technical College,South Carolina,Sumter[d],Public,0,0,none,Specialized Focus,Education,1962,,AJB,,3550,,SACS
Greenville Technical College,South Carolina,Greenville[f],Public,0,0,none,Associates College,,1962,,AJB,,10864,,SACS
Tri-County Technical College,South Carolina,Pendleton[n],Public,0,0,none,Associates College,,1962,,AJB,,6082,,SACS
Patrick Henry Community College,Virginia,Martinsville,Public,0,0,none,Associates College,,1962,,AJB,,"2,900",,SACS
Naugatuck Valley Community College,Connecticut,Waterbury,Public,0,0,none,Associates College,,1962,,AJB,,"6,651",,
Bay de Noc Community College,Michigan,Escanaba,Public,0,0,none,Associates College,,1962,,AJB,,"1,842",,"HLC, NLNAC"
Coleman University,California,San Diego,Private,0,0,none,Baccalaureate College,,1963,2018,Jenalyn,,,,
Jefferson College,Louisiana,Convent,Private,0,0,none,Associates College,,1963,x,Jenalyn,,,,
Art Institute of Portland,Oregon,Portland,Private,1,0,none,Specialized Focus,Art,1963,2018,Jenalyn,,,,
Daymar College[11],Ohio,Various,Private,1,0,none,Baccalaureate College,,1963,,Jenalyn,,,,
Oral Roberts University,Oklahoma,Tulsa,Private,0,1,Christian,Baccalaureate College,,1963,,Jenalyn,,"4,053",,
Bassist College,Oregon,Portland,Private,0,0,none,Specialized Focus,Music,1963,1998,Jenalyn,,,,
Icahn School of Medicine at Mount Sinai,New York,New York,Private,0,0,none,Specialized Focus,Medical,1963,,Jenalyn,,"1,101",,
Forrest College,South Carolina,Anderson,Private,1,0,none,Associates College,,1963,,Jenalyn,,N/A,,ACICS
Daymar College,Kentucky,,Private,1,0,none,Baccalaureate College,,1963,,Jenalyn,,,,
La Roche University,Pennsylvania,McCandless Township(Allegheny County),Private,0,1,Roman Catholic Church,Baccalaureate College,,1963,,Jenalyn,,"1,416",,
Belknap College,New Hampshire,Center Harbor,Private,0,0,none,Specialized Focus,Liberal Arts,1963,1974,Jenalyn,Financial,,,
Castle College,New Hampshire,Windham,Private,0,1,Catholic,Associates College,,1963,1999,AJB,,,,
Pitzer College,California,Claremont,Private,0,0,none,Baccalaureate College,,1963,,Jenalyn,,,,
Rocky Mountain College of Art + Design,Colorado,Denver,Private,1,0,none,Specialized Focus,Fine Arts,1963,,Jenalyn,,"1,054",,
Kennesaw State University,Georgia,Kennesaw,Public,0,0,none,Doctoral University,,1963,,AJB,,31500,,
University of West Florida,Florida,Pensacola,Public,0,0,none,Baccalaureate College,,1963,,AJB,,9300,,
Dalton State College,Georgia,Dalton,Public,0,0,none,Baccalaureate College,,1963,,AJB,,,,
Sacred Heart University,Connecticut,Fairfield,Private,0,1,Catholic,Baccalaureate College,,1963,,Jenalyn,,"8,532",,
Manhattan Community College,New York,Manhattan,Public,0,0,Catholic,Associates College,,1963,,AJB,,"26,748",,
Kingsborough Community College,New York,Brooklyn,Public,0,0,none,Associates College,,1963,,AJB,,"14,962",,
University of Central Florida,Florida,Orlando,Public,0,0,Catholic,Doctoral University,,1963,,AJB,,58000,,
University of North Carolina School of the Arts,North Carolina,Winston-Salem,Public,0,0,none,Specialized Focus,Art,1963,,AJB,,808,,
Saint Alphonsus College,Connecticut,Suffield,Private,0,1,Catholic,Seminary,,1963,1990,Jenalyn,,,,
Columbus State Community College,Ohio,Columbus,Public,0,0,none,Associates College,,1963,,AJB,,,,
Cuyahoga Community College,Ohio,Cleveland,Public,0,0,none,Associates College,,1963,,AJB,,,,
Seat of Wisdom College,Connecticut,Litchfield,Private,0,1,Catholic,Seminary,,1963,1967,Jenalyn,,,,
Lorain County Community College,Ohio,"Elyria, Wellington, North Ridgeville, and Lorain",Public,0,0,none,Associates College,,1963,,AJB,,,,
Concordia University Ann Arbor,Michigan,Ann Arbor,Private,0,1,Lutheran Church ,Baccalaureate College,,1963,,Jenalyn,,"1,046",,"HLC, TCATE"
Franconia College,New Hampshire,Franconia,Private,0,0,none,Baccalaureate College,,1963,1978,Jenalyn,,,,
Florence–Darlington Technical College,South Carolina,Florence,Public,0,0,none,Associates College,,1963,,AJB,,4182,,SACS
Spartanburg Community College,South Carolina,Spartanburg[l],Public,0,0,Methodist,Associates College,,1963,,AJB,,4534,,SACS
Wytheville Community College,Virginia,Wytheville,Public,0,0,none,Associates College,,1963,,AJB,,"2,514",,SACS
Green River College,Washington,Auburn,Public,0,0,none,Baccalaureate College,,1963,,AJB,,"7,915",,
Bevill State Community College,Alabama,Sumiton,Public,0,0,none,Associates College,,1963,,AJB,,"3,787",,SACS
Northeast Alabama Community College,Alabama,Rainsville,Public,0,0,none,Associates College,,1963,,AJB,,"2,981",,SACS
Wallace Community College Selma,Alabama,Selma,Public,0,0,none,Associates College,,1963,,AJB,,"1,529",,SACS
University of South Alabama,Alabama,Mobile,Public,0,0,none,Doctoral University,,1963,,AJB,,"14,397",,SACS
Manchester Community College,Connecticut,Manchester,Public,0,0,none,Associates College,,1963,,AJB,,"6,780",,
University of Missouri–St. Louis,Missouri,St. Louis,Public,0,0,none,Doctoral University,,1963,,AJB,,"16,989",,
